cusip,numtrds,NAME,CPN,MATURITY,STATE_CODE,CALLABLE,NXT_CALL_DT,NXT_CALL_PX,NXT_PAR_CALL_DT,ISSUER_INDUSTRY,CREDIT_ENHANCEMENTS,MUNI_FED_TAX,MUNI_MIN_TAX,MUNI_BANK_QUAL,INSURANCE_STATUS,SECONDARILY_INSURED,RTG_MOODY,RTG_MDY_LT_UNDL,RTG_SP,RTG_SP_UNDERLYING,MUNI_MTY_SIZE,MUNI_ISSUE_SIZE,MUNI_FIRST_ALLOWABLE_TRADE_DATE,RatingLevel,RatingLevel_Under
419791VM7,13,HI ST-REF-DT,5,11/1/2015,HI,N,,,,GOB,,N,N,N,N,N,Aa2,Aa2,AA,NR,18085000,204140000,11/12/2009,2,2
419791VQ8,11,HI ST-REF-DT,5,11/1/2016,HI,N,,,,GOB,,N,N,N,N,N,Aa2,Aa2,AA,NR,29745000,204140000,11/12/2009,2,2
20772G4B1,13,CT ST-A-ECON REC,2,1/1/2012,CT,N,,,,GOB,,N,N,N,N,N,Aa3,Aa3,AA,NR,29410000,915795000,11/12/2009,2.5,3
20772G4C9,15,CT ST-A-ECON REC,3,1/1/2012,CT,N,,,,GOB,,N,N,N,N,N,Aa3,Aa3,AA,NR,39860000,915795000,11/12/2009,2.5,3
20772G4D7,20,CT ST-A-ECON REC,5,1/1/2012,CT,N,,,,GOB,,N,N,N,N,N,Aa3,Aa3,AA,NR,98590000,915795000,11/12/2009,2.5,3
20772G4F2,15,CT ST-A-ECON REC,4,1/1/2013,CT,N,,,,GOB,,N,N,N,N,N,Aa3,Aa3,AA,NR,32410000,915795000,11/12/2009,2.5,3
20772G4G0,36,CT ST-A-ECON REC,5,1/1/2013,CT,N,,,,GOB,,N,N,N,N,N,Aa3,Aa3,AA,NR,128505000,915795000,11/12/2009,2.5,3
20772G4H8,12,CT ST-A-ECON REC,3.5,1/1/2014,CT,N,,,,GOB,,N,N,N,N,N,Aa3,Aa3,AA,NR,10365000,915795000,11/12/2009,2.5,3
20772G4J4,18,CT ST-A-ECON REC,4,1/1/2014,CT,N,,,,GOB,,N,N,N,N,N,Aa3,Aa3,AA,NR,40370000,915795000,11/12/2009,2.5,3
20772G4K1,62,CT ST-A-ECON REC,5,1/1/2014,CT,N,,,,GOB,,N,N,N,N,N,Aa3,Aa3,AA,NR,131970000,915795000,11/12/2009,2.5,3
20772G4M7,23,CT ST-A-ECON REC,3,1/1/2015,CT,Y,1/1/2013,100,1/1/2013,GOB,,N,N,N,N,N,Aa3,Aa3,AA,NR,53820000,915795000,11/12/2009,2.5,3
20772G4N5,46,CT ST-A-ECON REC,5,1/1/2015,CT,Y,,,,GOB,,N,N,N,N,N,Aa3,Aa3,AA,NR,122110000,915795000,11/12/2009,2.5,3
20772G4Q8,21,CT ST-A-ECON REC,3.5,1/1/2016,CT,Y,1/1/2014,100,1/1/2014,GOB,,N,N,N,N,N,Aa3,Aa3,AA,NR,41595000,915795000,11/12/2009,2.5,3
20772G4R6,33,CT ST-A-ECON REC,5,1/1/2016,CT,Y,,,,GOB,,N,N,N,N,N,Aa3,Aa3,AA,NR,144370000,915795000,11/12/2009,2.5,3
20772G4U9,17,CT ST-D-ECON REC,5,1/1/2014,CT,N,,,,GOB,,N,N,N,N,N,Aa3,Aa3,AA,NR,55250000,165750000,11/12/2009,2.5,3
64990HAS9,10,NY ST DORM-RZEDB,5,7/1/2039,NY,Y,7/1/2019,100,7/1/2019,HGR,,N,N,N,N,N,Aa3,Aa3,AA-,NR,36130000,100120000,11/12/2009,3,3
69753LAJ6,21,PALOMAR HLTH,6.75,11/1/2039,CA,Y,11/1/2019,100,11/1/2019,GEN,,N,N,N,N,N,Baa2,Baa2,NR,NR,152635000,233340000,11/12/2009,8,8
940157RV4,10,WA SUB SAN REF-IMPT,4,6/1/2021,MD,Y,6/1/2019,100,6/1/2019,UTL,,N,N,N,N,N,Aaa,Aaa,AAA,NR,9905000,83965000,11/10/2009,0,0
130795R58,175,CA DEV,4,6/15/2013,CA,N,,,,GEN,,N,N,N,N,N,Baa1,Baa1,A-,NR,395000000,1895000000,11/10/2009,6.5,7
130795R66,339,CA DEV,5,6/15/2013,CA,N,,,,GEN,,N,N,N,N,N,Baa1,Baa1,A-,NR,1500000000,1895000000,11/10/2009,6.5,7
60635HH77,28,MO H/E CHILDRENS MERC,5.625,5/15/2039,MO,Y,5/15/2019,100,5/15/2019,MED,,N,N,N,N,N,NR,NR,A+,NR,83485000,181485000,11/6/2009,4,100
267169EC0,21,DUVAL COPS MASTER-A,5,7/1/2034,FL,Y,7/1/2019,100,7/1/2019,EDU,ASSURED GTY,N,N,N,Y,N,NR,NR,AAA,AA-,19620000,42430000,11/6/2009,0,3
79765A3H7,18,SAN FRANCISCO ARPT-E,5.25,5/1/2032,CA,Y,5/1/2019,100,5/1/2019,APT,,N,N,N,N,N,A1,A1,A,NR,125535000,485800000,11/6/2009,4.5,4
79765A3J3,25,SAN FRANCISCO ARPT-E,6,5/1/2039,CA,Y,5/1/2019,100,5/1/2019,APT,,N,N,N,N,N,A1,A1,A,NR,212030000,485800000,11/6/2009,4.5,4
29509PGA1,13,ERIE CNTY IDA-A-BUFFA,5.25,5/1/2025,NY,Y,5/1/2019,100,5/1/2019,EDU,,N,N,N,N,N,A1,A1,AA-,NR,17520000,294905000,11/6/2009,3.5,4
29509PGC7,16,ERIE CNTY IDA-A-BUFFA,5,5/1/2031,NY,Y,5/1/2019,100,5/1/2019,EDU,,N,N,N,N,N,A1,A1,AA-,NR,50185000,294905000,11/6/2009,3.5,4
052476UG1,18,AUSTIN WTR REF-SER A,5,11/15/2039,TX,Y,11/15/2019,100,11/15/2019,UTL,,N,N,N,N,N,Aa3,Aa3,AA,NR,60000000,166575000,11/6/2009,2.5,3
649905UZ7,10,NY DORM UNIV-SER A,5.25,7/1/2034,NY,Y,7/1/2019,100,7/1/2019,HGR,,N,N,N,N,N,Aa3,Aa3,AA-,NR,96710000,402380000,11/6/2009,3,3
649905VF0,31,NY DORM UNIV-SER A,5,7/1/2039,NY,Y,7/1/2019,100,7/1/2019,HGR,,N,N,N,N,N,Aa3,Aa3,AA-,NR,119035000,402380000,11/6/2009,3,3
341150A26,12,FL-RIGHT-OF-WAY,5,7/1/2021,FL,Y,7/1/2019,101,7/1/2020,GOB,,N,N,N,N,N,Aa1,Aa1,AAA,NR,14305000,206695000,11/5/2009,0.5,1
341150ZX1,12,FL-RIGHT-OF-WAY,5,7/1/2018,FL,N,,,,GOB,,N,N,N,N,N,Aa1,Aa1,AAA,NR,12300000,206695000,11/5/2009,0.5,1
455057WA3,10,IN FIN-A1-ST REVLVG F,5,2/1/2023,IN,Y,2/1/2019,100,2/1/2019,GEN,,N,N,N,N,N,Aaa,Aaa,AAA,NR,8780000,138990000,11/5/2009,0,0
13063BBW1,14,CA VAR PURP,5.5,11/1/2034,CA,Y,11/1/2019,100,11/1/2019,GOB,,N,N,N,N,N,Baa1,Baa1,A-,NR,43800000,1106175000,11/5/2009,6.5,7
13063BBX9,19,CA VAR PURP,6,11/1/2035,CA,Y,11/1/2019,100,11/1/2019,GOB,,N,N,N,N,N,Baa1,Baa1,A-,NR,97395000,1106175000,11/5/2009,6.5,7
13063BBY7,234,CA VAR PURP,5.5,11/1/2039,CA,Y,11/1/2019,100,11/1/2019,GOB,,N,N,N,N,N,Baa1,Baa1,A-,NR,360440000,1106175000,11/5/2009,6.5,7
13063BBZ4,112,CA VAR PURP,6,11/1/2039,CA,Y,11/1/2019,100,11/1/2019,GOB,,N,N,N,N,N,Baa1,Baa1,A-,NR,589540000,1106175000,11/5/2009,6.5,7
13063BCB6,49,CA REF,5.5,11/1/2034,CA,Y,11/1/2019,100,11/1/2019,GOB,,N,N,N,N,N,Baa1,Baa1,A-,NR,137825000,193825000,11/5/2009,6.5,7
13063BCC4,19,CA REF,6.25,11/1/2034,CA,Y,11/1/2019,100,11/1/2019,GOB,,N,N,N,N,N,Baa1,Baa1,A-,NR,55000000,193825000,11/5/2009,6.5,7
45200FD97,17,IL FIN,5.5,11/1/2039,IL,Y,11/1/2019,100,11/1/2019,MED,,N,N,N,N,N,NR,NR,AA,NR,63000000,240000000,11/4/2009,2,100
45200FE21,12,IL FIN,5.375,11/1/2039,IL,Y,11/1/2019,100,11/1/2019,MED,,N,N,N,N,N,NR,NR,AA,NR,40800000,240000000,11/4/2009,2,100
792909CS0,25,ST PAUL HSG-A1-ALLINA,5,11/15/2024,MN,Y,11/15/2019,100,11/15/2019,MED,,N,N,N,N,N,A1,A1,A+,NR,27500000,185245000,11/4/2009,4,4
792909CT8,17,ST PAUL HSG-A1-ALLINA,5.25,11/15/2029,MN,Y,11/15/2019,100,11/15/2019,MED,,N,N,N,N,N,A1,A1,A+,NR,61315000,185245000,11/4/2009,4,4
792909DH3,16,ST PAUL HSG-A2-ALLINA,5.25,11/15/2028,MN,Y,11/15/2019,100,11/15/2019,MED,,N,N,N,N,N,A1,A1,A+,NR,37555000,185245000,11/4/2009,4,4
613340N20,14,MONTGOMERY-REF-A-IMPT,5,11/1/2017,MD,N,,,,GOB,,N,N,N,N,N,Aaa,Aaa,AAA,NR,23085000,393755000,11/4/2009,0,0
549802BY1,17,LUFKIN HLTH FACS-REF,6.25,2/15/2037,TX,Y,2/15/2019,100,2/15/2019,MED,,N,N,N,N,N,Baa2,Baa2,BBB+,NR,40300000,71570000,11/4/2009,7.5,8
74514LVX2,25,COMMONWEALTH OF PR-B,5.875,7/1/2036,PR,Y,7/1/2014,100,7/1/2014,GOB,,N,N,N,N,N,Baa3,Baa3,BBB-,NR,35730000,372685000,11/4/2009,9,9
74514LVY0,13,COMMONWEALTH OF PR-B,6.5,7/1/2037,PR,Y,7/1/2019,100,7/1/2019,GOB,,N,N,N,N,N,Baa3,Baa3,BBB-,NR,75000000,372685000,11/4/2009,9,9
74514LVZ7,54,COMMONWEALTH OF PR-B,5.75,7/1/2038,PR,Y,7/1/2019,100,7/1/2019,GOB,,N,N,N,N,N,Baa3,Baa3,BBB-,NR,121955000,372685000,11/4/2009,9,9
13067JKM2,10,CA ECON-REF-A,3.25,7/1/2014,CA,N,,,,GOB,,N,N,N,N,N,A1,A1,A+,NR,18450000,3435615000,10/30/2009,4,4
13067JKP5,19,CA ECON-REF-A,4,7/1/2016,CA,N,,,,GOB,,N,N,N,N,N,A1,A1,A+,NR,65000000,3435615000,10/30/2009,4,4
13067JKQ3,18,CA ECON-REF-A,4.25,7/1/2017,CA,N,,,,GOB,,N,N,N,N,N,A1,A1,A+,NR,45475000,3435615000,10/30/2009,4,4
13067JKR1,40,CA ECON-REF-A,4.4,7/1/2018,CA,N,,,,GOB,,N,N,N,N,N,A1,A1,A+,NR,42905000,3435615000,10/30/2009,4,4
13067JKS9,37,CA ECON-REF-A,4.6,7/1/2019,CA,N,,,,GOB,,N,N,N,N,N,A1,A1,A+,NR,96525000,3435615000,10/30/2009,4,4
13067JKT7,101,CA ECON-REF-A,5,7/1/2020,CA,Y,7/1/2019,100,7/1/2019,GOB,,N,N,N,N,N,A1,A1,A+,NR,507445000,3435615000,10/30/2009,4,4
13067JKU4,65,CA ECON-REF-A,5.25,7/1/2021,CA,Y,7/1/2019,100,7/1/2019,GOB,,N,N,N,N,N,A1,A1,A+,NR,451575000,3435615000,10/30/2009,4,4
13067JKV2,263,CA ECON-REF-A,5,7/1/2022,CA,Y,7/1/2016,100,7/1/2016,GOB,,N,N,N,N,N,A1,A1,A+,NR,500000000,3435615000,10/30/2009,4,4
13067JKX8,31,CA ECON-REF-A,5,7/1/2016,CA,N,,,,GOB,,N,N,N,N,N,A1,A1,A+,NR,67390000,3435615000,10/30/2009,4,4
13067JKY6,27,CA ECON-REF-A,5,7/1/2017,CA,N,,,,GOB,,N,N,N,N,N,A1,A1,A+,NR,128815000,3435615000,10/30/2009,4,4
13067JKZ3,93,CA ECON-REF-A,5,7/1/2019,CA,N,,,,GOB,,N,N,N,N,N,A1,A1,A+,NR,399620000,3435615000,10/30/2009,4,4
13067JLA7,152,CA ECON-REF-A,5,7/1/2018,CA,N,,,,GOB,,N,N,N,N,N,A1,A1,A+,NR,550050000,3435615000,10/30/2009,4,4
938234QF1,12,WA CNTY REF,4.5,7/1/2039,OR,Y,7/1/2019,100,7/1/2019,GOB,,N,N,N,N,N,Aa2,Aa2,NR,NR,11005000,28985000,10/30/2009,2,2
199820ZS3,10,COMAL ISD CABS,0,2/1/2038,TX,Y,2/1/2018,29.775,2/1/2018,SCD,,N,N,N,N,N,Aa3,Aa3,NR,NR,5020134.038,55849733.75,10/30/2009,3,3
199820ZT1,22,COMAL ISD,5,2/1/2036,TX,Y,2/1/2018,100,2/1/2018,SCD,,N,N,N,N,N,Aa3,Aa3,NR,NR,26690000,55849733.75,10/30/2009,3,3
646139W84,13,NJ TPK AUTH-H,5,1/1/2020,NJ,Y,1/1/2019,100,1/1/2019,TRN,,N,N,N,N,N,A3,A3,A+,NR,56450000,306170000,10/29/2009,5,6
646139X59,45,NJ TPK AUTH-H,5,1/1/2036,NJ,Y,1/1/2019,100,1/1/2019,TRN,,N,N,N,N,N,A3,A3,A+,NR,131170000,306170000,10/29/2009,5,6
87638RCX3,12,TARRANT ED-A-SR LVG C,8.25,11/15/2044,TX,Y,11/15/2019,100,11/15/2019,EDU,,N,N,N,N,N,NR,NR,NR,NR,73635000,166575000,10/28/2009,100,100
73358WAZ7,12,PORT AUTH-CONS-161ST,4.25,10/15/2030,NY,Y,10/15/2019,100,10/15/2019,TRN,GO OF AUTH,N,N,N,N,N,Aa2,Aa2,AA-,NR,30000000,300000000,10/28/2009,2.5,2
73358WBG8,14,PORT AUTH-CONS-161ST,4.5,10/15/2037,NY,Y,10/15/2019,100,10/15/2019,TRN,GO OF AUTH,N,N,N,N,N,Aa2,Aa2,AA-,NR,40000000,300000000,10/28/2009,2.5,2
64579FZE6,11,NJ HLTH-CHILTON,5.75,7/1/2039,NJ,Y,7/1/2019,100,7/1/2019,MED,,N,N,N,N,N,Baa1,Baa1,BBB+,NR,20880000,39195000,10/28/2009,7,7
19648AQY4,12,CO HLTH-CATHOLIC -A,5,7/1/2016,CO,N,,,,MED,,N,N,N,N,N,Aa2,Aa2,AA,NR,17770000,518740000,10/26/2009,2,2
19648ARF4,84,CO HLTH-CATHOLIC -A,5,7/1/2039,CO,Y,7/1/2019,100,7/1/2019,MED,,N,N,N,N,N,Aa2,Aa2,AA,NR,100290000,518740000,10/26/2009,2,2
613549HV9,51,MONTGOMERY CO CATH -A,5,5/1/2039,OH,Y,5/1/2019,100,5/1/2019,MED,,N,N,N,N,N,Aa2,Aa2,AA,NR,115505000,236935000,10/26/2009,2,2
604129QK5,15,MN ST-REF-VAR PURP-H,5,11/1/2017,MN,N,,,,GOB,,N,N,N,N,N,Aa1,Aa1,AAA,NR,26000000,575395000,10/23/2009,0.5,1
604129QL3,15,MN ST-REF-VAR PURP-H,5,11/1/2018,MN,N,,,,GOB,,N,N,N,N,N,Aa1,Aa1,AAA,NR,26000000,575395000,10/23/2009,0.5,1
604129QM1,15,MN ST-REF-VAR PURP-H,5,11/1/2019,MN,N,,,,GOB,,N,N,N,N,N,Aa1,Aa1,AAA,NR,26000000,575395000,10/23/2009,0.5,1
604129QN9,11,MN ST-REF-VAR PURP-H,5,11/1/2020,MN,Y,11/1/2019,100,11/1/2019,GOB,,N,N,N,N,N,Aa1,Aa1,AAA,NR,13300000,575395000,10/23/2009,0.5,1
604129QY5,12,MN ST-REF-VAR PURP-H,5,11/1/2011,MN,N,,,,GOB,,N,N,N,N,N,Aa1,Aa1,AAA,NR,31405000,575395000,10/23/2009,0.5,1
604129RC2,14,MN ST-REF-VAR PURP-H,5,11/1/2016,MN,N,,,,GOB,,N,N,N,N,N,Aa1,Aa1,AAA,NR,18050000,575395000,10/23/2009,0.5,1
604129TA4,14,MN-REF-VAR PURP-K,5,11/1/2021,MN,Y,11/1/2019,100,11/1/2019,GOB,,N,N,N,N,N,Aa1,Aa1,AAA,NR,13745000,575395000,10/23/2009,0.5,1
604129TB2,11,MN-REF-VAR PURP-K,5,11/1/2022,MN,Y,11/1/2019,100,11/1/2019,GOB,,N,N,N,N,N,Aa1,Aa1,AAA,NR,13740000,575395000,10/23/2009,0.5,1
8371476Y8,13,SC PUB SVC-E-SANTEE,5,1/1/2016,SC,N,,,,UTL,,N,N,N,N,N,Aa2,Aa2,AA-,NR,27090000,424570000,10/23/2009,2.5,2
8371477A9,19,SC PUB SVC-E-SANTEE,5,1/1/2017,SC,N,,,,UTL,,N,N,N,N,N,Aa2,Aa2,AA-,NR,34225000,424570000,10/23/2009,2.5,2
8371477C5,50,SC PUB SVC-E-SANTEE,5,1/1/2040,SC,Y,1/1/2020,100,1/1/2020,UTL,,N,N,N,N,N,Aa2,Aa2,AA-,NR,97715000,424570000,10/23/2009,2.5,2
130685WK2,11,CA ST PUB WKS-IMPT-G1,5.125,10/1/2022,CA,Y,10/1/2019,100,10/1/2019,FAC,,N,N,N,N,N,Baa2,Baa2,BBB+,NR,27930000,773695000,10/23/2009,7.5,8
130685WM8,12,CA ST PUB WKS-IMPT-G1,5.25,10/1/2024,CA,Y,10/1/2019,100,10/1/2019,FAC,,N,N,N,N,N,Baa2,Baa2,BBB+,NR,31015000,773695000,10/23/2009,7.5,8
130685WR7,19,CA ST PUB WKS-IMPT-G1,4,10/1/2012,CA,N,,,,FAC,,N,N,N,N,N,Baa2,Baa2,BBB+,NR,16645000,773695000,10/23/2009,7.5,8
130685XA3,34,CA ST PUB WKS-IMPT-G1,5.75,10/1/2030,CA,Y,10/1/2019,100,10/1/2019,FAC,,N,N,N,N,N,Baa2,Baa2,BBB+,NR,192535000,773695000,10/23/2009,7.5,8
59465HLY0,12,MI HSP-REF-HENRY FORD,5.25,11/15/2024,MI,Y,11/15/2019,100,11/15/2019,MED,,N,N,N,N,N,A1,A1,A,NR,35620000,330735000,10/22/2009,4.5,4
59465HMA1,55,MI HSP-REF-HENRY FORD,5.75,11/15/2039,MI,Y,11/15/2019,100,11/15/2019,MED,,N,N,N,N,N,A1,A1,A,NR,169715000,330735000,10/22/2009,4.5,4
709223XS5,72,PA TPK,5.125,12/1/2040,PA,Y,12/1/2019,100,12/1/2019,TRN,,N,N,N,N,N,A2,A2,A-,NR,140830000,524749558.5,10/22/2009,5.5,5
709223XT3,23,PA TPK,5.3,12/1/2041,PA,Y,12/1/2019,100,12/1/2019,TRN,,N,N,N,N,N,A2,A2,A-,NR,108000000,524749558.5,10/22/2009,5.5,5
709223XU0,10,PA TPK,5.5,12/1/2041,PA,Y,12/1/2019,100,12/1/2019,TRN,,N,N,N,N,N,A2,A2,A-,NR,42000000,524749558.5,10/22/2009,5.5,5
709223XV8,51,PA TPK,0,12/1/2030,PA,Y,12/1/2027,100,12/1/2027,TRN,,N,N,N,N,N,A2,A2,A-,NR,50157708,200004558.5,10/22/2009,5.5,5
709223XW6,69,PA TPK,0,12/1/2038,PA,Y,12/1/2027,100,12/1/2027,TRN,,N,N,N,N,N,A2,A2,A-,NR,149846849,200004558.5,10/22/2009,5.5,5
649905RV0,51,NY DORM,5.125,7/1/2039,NY,Y,7/1/2019,100,7/1/2019,HGR,GO OF INSTN,N,N,N,N,N,A3,A3,A-,NR,160530000,369915000,10/22/2009,6,6
649905SM9,25,NY DORM,5.25,7/1/2033,NY,Y,7/1/2019,100,7/1/2019,HGR,GO OF INSTN,N,N,N,N,N,A3,A3,A-,NR,63740000,369915000,10/22/2009,6,6
769369AL3,14,RIVERTON HOSP REV,5,8/15/2041,UT,Y,8/15/2019,100,8/15/2019,MED,,N,N,N,N,N,Aa1,Aa1,AA+,NR,143000000,250000000,10/22/2009,1,1
010608J65,10,AL ST SCH-IMPT-A,5,5/1/2014,AL,N,,,,EDU,,N,N,N,N,N,Aa2,Aa2,AA,NR,55080000,467325000,10/22/2009,2,2
010608J73,20,AL ST SCH-IMPT-A,5,5/1/2015,AL,N,,,,EDU,,N,N,N,N,N,Aa2,Aa2,AA,NR,57900000,467325000,10/22/2009,2,2
010608J81,12,AL ST SCH-IMPT-A,5,5/1/2016,AL,N,,,,EDU,,N,N,N,N,N,Aa2,Aa2,AA,NR,60885000,467325000,10/22/2009,2,2
010608J99,10,AL ST SCH-IMPT-A,5,5/1/2017,AL,N,,,,EDU,,N,N,N,N,N,Aa2,Aa2,AA,NR,63955000,467325000,10/22/2009,2,2
010608K22,22,AL ST SCH-IMPT-A,5,5/1/2018,AL,N,,,,EDU,,N,N,N,N,N,Aa2,Aa2,AA,NR,35420000,467325000,10/22/2009,2,2
010608K30,11,AL ST SCH-IMPT-A,5,5/1/2019,AL,N,,,,EDU,,N,N,N,N,N,Aa2,Aa2,AA,NR,36935000,467325000,10/22/2009,2,2
65821DDA6,32,NC MED CARE COMMN,5,6/1/2039,NC,Y,6/1/2019,100,6/1/2019,MED,,N,N,N,N,N,Aa2,Aa2,AA,NR,52885000,180000000,10/22/2009,2,2
65821DDB4,31,NC MED CARE COMMN,5,6/1/2042,NC,Y,6/1/2019,100,6/1/2019,MED,,N,N,N,N,N,Aa2,Aa2,AA,NR,80810000,180000000,10/22/2009,2,2
64711RGH3,11,NM FIN,5,6/15/2011,NM,N,,,,GEN,,N,N,N,N,N,Aa2,Aa2,AA+,NR,30705000,112345000,10/22/2009,1.5,2
088632AT1,28,BI-STATE DEV,5,10/1/2039,MO,Y,10/1/2019,100,10/1/2019,GEN,ASSURED GTY,N,N,N,Y,N,Aa3,A2,AAA,AA-,46885000,97220000,10/22/2009,1.5,4
088632AU8,14,BI-STATE DEV,5,10/1/2035,MO,Y,10/1/2019,100,10/1/2019,GEN,ASSURED GTY,N,N,N,Y,N,Aa3,A2,AAA,AA-,30450000,97220000,10/22/2009,1.5,4
574192Z29,14,MARYLAND,5,11/1/2021,MD,Y,11/1/2019,100,11/1/2019,GOB,,N,N,N,N,N,Aaa,Aaa,AAA,NR,17575000,200000000,10/22/2009,0,0
70869RAJ2,14,PA ECON DEV WTR,5,11/15/2040,PA,Y,11/15/2019,100,11/15/2019,WTR,,N,N,N,N,N,NR,NR,AA-,NR,62165000,74685000,10/21/2009,3,100
249182AJ5,24,DENVER ARPT,5.25,11/15/2036,CO,Y,11/15/2019,100,11/15/2019,APT,,N,N,N,N,N,A1,A1,A+,NR,88780000,170190000,10/21/2009,4,4
394650BV6,15,GREEN COUNTY HOSP FAC,5.5,4/1/2039,OH,Y,4/1/2019,100,4/1/2019,MED,,N,N,N,N,N,A2,A2,A,NR,37505000,100000000,10/21/2009,5,5
45470YCF6,22,IN FIN SISTERS ST FRA,5.25,11/1/2039,IN,Y,11/1/2019,100,11/1/2019,MED,,N,N,N,N,N,Aa3,Aa3,NR,NR,150315000,225000000,10/21/2009,3,3
594695Q92,11,MI ST TRUNK LINE-REF,5,11/1/2020,MI,Y,11/1/2019,100,11/1/2019,TRN,,N,N,N,N,N,Aa3,Aa3,AA+,NR,33720000,146190000,10/19/2009,2,3
594695R26,11,MI ST TRUNK LINE-REF,5,11/1/2021,MI,Y,11/1/2019,100,11/1/2019,TRN,,N,N,N,N,N,Aa3,Aa3,AA+,NR,35445000,146190000,10/19/2009,2,3
613604VX2,15,MONTGOMERY H/E-A-ABIN,5.125,6/1/2033,PA,Y,6/1/2019,100,6/1/2019,MED,,N,N,N,N,N,NR,NR,A,NR,56805000,152935000,10/16/2009,5,100
550804AH1,28,LYCOMING CNTY HLTH-A,5.75,7/1/2039,PA,Y,7/1/2019,100,7/1/2019,MED,,N,N,N,N,N,NR,NR,BBB+,NR,94640000,167480000,10/16/2009,7,100
130795P27,12,CA DEV-JOHN MUIR HTLH,5.125,7/1/2039,CA,Y,7/1/2019,100,7/1/2019,DEV,,N,N,N,N,N,A1,A1,A+,NR,49380000,103690000,10/16/2009,4,4
64971MYD8,11,NYC FIN-RECOVERY-3B-1,5,11/1/2013,NY,N,,,,GEN,,N,N,N,N,N,Aa2,Aa2,AAA,NR,12765000,81000000,10/16/2009,1,2
745235M24,27,PR BLDGS GVTS-SER Q,5.5,7/1/2037,PR,Y,7/1/2014,100,7/1/2014,FAC,CMWLTH GTD,N,N,N,N,N,Baa3,Baa3,BBB-,NR,38620000,152540000,10/16/2009,9,9
745235M40,27,PR BLDGS GVTS-SER Q,5.625,7/1/2039,PR,Y,7/1/2019,100,7/1/2019,FAC,CMWLTH GTD,N,N,N,N,N,Baa3,Baa3,BBB-,NR,104570000,152540000,10/16/2009,9,9
6055804Z9,12,MS ST-SER F,5.25,10/1/2021,MS,N,,,,GOB,,N,N,N,N,N,Aa3,Aa3,AA,NR,15935000,64415000,10/15/2009,2.5,3
93974CML1,13,WA ST-VAR PURP-2010B,5,1/1/2021,WA,Y,1/1/2020,100,1/1/2020,GOB,,N,N,N,N,N,Aa1,Aa1,AA+,NR,14990000,215500000,10/14/2009,1,1
93974CMQ0,12,WA ST-VAR PURP-2010B,5,1/1/2025,WA,Y,1/1/2020,100,1/1/2020,GOB,,N,N,N,N,N,Aa1,Aa1,AA+,NR,18140000,215500000,10/14/2009,1,1
93974CNE6,16,WA ST-VAR PURP-2010C,5,8/1/2022,WA,Y,8/1/2019,100,8/1/2019,GOB,,N,N,N,N,N,Aa1,Aa1,AA+,NR,8630000,229970000,10/14/2009,1,1
93974CNF3,12,WA ST-VAR PURP-2010C,5,8/1/2023,WA,Y,8/1/2019,100,8/1/2019,GOB,,N,N,N,N,N,Aa1,Aa1,AA+,NR,9065000,229970000,10/14/2009,1,1
93974CNP1,15,WA ST-VAR PURP-2010C,5,8/1/2034,WA,Y,8/1/2019,100,8/1/2019,GOB,,N,N,N,N,N,Aa1,Aa1,AA+,NR,58435000,229970000,10/14/2009,1,1
97710BMS8,31,WI ST HLTH-FROEDTERT,5.25,4/1/2039,WI,Y,4/1/2019,100,4/1/2019,MED,,N,N,N,N,N,NR,NR,AA-,NR,90785000,187390000,10/9/2009,3,100
66285WFL5,75,N TX TWY 1ST TIER-C,5.25,1/1/2044,TX,Y,1/1/2019,100,1/1/2019,TRN,,N,N,N,N,N,A2,A2,A-,NR,170730000,170730000,10/9/2009,5.5,5
2463802Y4,10,DE ST-2009C,5,10/1/2021,DE,N,,,,GOB,,N,N,N,N,N,Aaa,Aaa,AAA,NR,13580000,492980000,10/9/2009,0,0
2463803J6,10,DE ST-2009C,5,10/1/2027,DE,N,,,,GOB,,N,N,N,N,N,Aaa,Aaa,AAA,NR,7170000,492980000,10/9/2009,0,0
2463803N7,13,DE ST-2009C,5,10/1/2015,DE,N,,,,GOB,,N,N,N,N,N,Aaa,Aaa,AAA,NR,42795000,492980000,10/9/2009,0,0
13063BAA0,29,CA ST,3,10/1/2015,CA,N,,,,GOB,,N,N,N,N,N,Baa1,Baa1,A-,NR,68215000,1102300000,10/9/2009,6.5,7
13063BAB8,16,CA ST,5,10/1/2015,CA,N,,,,GOB,,N,N,N,N,N,Baa1,Baa1,A-,NR,18890000,1102300000,10/9/2009,6.5,7
13063BAC6,20,CA ST,3.25,10/1/2016,CA,N,,,,GOB,,N,N,N,N,N,Baa1,Baa1,A-,NR,42580000,1102300000,10/9/2009,6.5,7
13063BAD4,14,CA ST,5,10/1/2016,CA,N,,,,GOB,,N,N,N,N,N,Baa1,Baa1,A-,NR,56340000,1102300000,10/9/2009,6.5,7
13063BAE2,19,CA ST,3.5,10/1/2017,CA,N,,,,GOB,,N,N,N,N,N,Baa1,Baa1,A-,NR,27700000,1102300000,10/9/2009,6.5,7
13063BAG7,13,CA ST,3.75,10/1/2018,CA,N,,,,GOB,,N,N,N,N,N,Baa1,Baa1,A-,NR,18605000,1102300000,10/9/2009,6.5,7
